evidence,variable,ceiling_kappa,speech_id,date,speaker,title,code_A,code_B,A_flagged_borderline,words_full,words_in_excerpt,text_file,note_A,note_B,resolved_code,rule_implication,rule_is_new
B saw excerpt only,inflation_attention,0.636,ecb_2323,2020-07-13,Fabio Panetta,Pursuing a successful path towards euro area accession,0,1,False,2212,2000,ecb_2323.txt,,"Accession/convergence discussion contains substantive macro prospects and risks; growth direction is favorable, while inflation direction is not unambiguously dominant.",0,"Substantive-attention threshold: code attention = 1 only when the construct is an object of developed analysis (for example, multiple connected claims, a focused passage, or a material role in the argument). An isolated consequence, mandate reference, example, or passing mention is 0. In a very short speech, proportional centrality can satisfy the threshold.",yes
B saw excerpt only,inflation_attention,0.636,ecb_2337,2020-09-28,Isabel Schnabel,When markets fail – the need for collective action in tackling climate change,0,1,True,3548,2000,ecb_2337.txt,Price stability is mentioned only once in explaining relevance to the ECB. Climate risks are expected to reduce GDP materially; financial vulnerabilities from delayed transition are substantive.,"Climate change is treated as a market failure with prospective inflationary/price pressures, adverse output effects, financial risks and high uncertainty.",0,"Substantive-attention threshold: code attention = 1 only when the construct is an object of developed analysis (for example, multiple connected claims, a focused passage, or a material role in the argument). An isolated consequence, mandate reference, example, or passing mention is 0. In a very short speech, proportional centrality can satisfy the threshold.",yes
B saw excerpt only,inflation_attention,0.636,ecb_2717,2025-06-11,Christine Lagarde,Drawing a common map: sustaining global cooperation in a fragmenting world,0,1,False,3348,2000,ecb_2717.txt,"Growth/output is discussed materially in the historical and structural account of global trade, but no clear forward real-activity trajectory is established.",Fragmentation/geoeconomic shocks are linked to weaker activity and substantial uncertainty; inflation effects are discussed as ambiguous/two-sided.,0,"Substantive-attention threshold: code attention = 1 only when the construct is an object of developed analysis (for example, multiple connected claims, a focused passage, or a material role in the argument). An isolated consequence, mandate reference, example, or passing mention is 0. In a very short speech, proportional centrality can satisfy the threshold.",yes
B saw excerpt only,growth_outlook,0.714,ecb_0049,1999-06-11,Sirkka Hämäläinen,The euro: pushing the boundaries,0,1,True,3752,2000,ecb_0049.txt,"Price stability and growth are substantive to the institutional/structural argument, but no clear directional forward path is stated.","EMU is presented as supporting integration and long-run growth, while inflation is mainly discussed through stability-oriented policy rather than a clear trajectory.",0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_0161,2000-10-16,Sirkka Hämäläinen,The single currency and European integration,0,1,True,3514,2000,ecb_0161.txt,"Growth is discussed historically/structurally, without a sufficiently clear forward expected trajectory.",European integration and the single currency are linked to favorable growth/efficiency prospects; inflation appears mainly in stability-policy discussion.,0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_0623,2006-05-22,Otmar Issing,"Globalisation, emu and the euro",0,1,True,5181,2000,ecb_0623.txt,"Growth is substantively discussed as an outcome of globalization and structural reforms, but the excerpt does not establish a clear expected near/medium-term trajectory.","Globalisation and EMU are linked to growth prospects and financial risks; growth implications are predominantly positive, while inflation direction is mixed.",0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_0801,2007-11-26,Gertrude Tumpel-Gugerell,The euro - benefits and challenges,0,1,True,3080,2000,ecb_0801.txt,"Inflation and growth differentials are discussed substantively, mainly descriptively/structurally rather than as directional outlooks.","The euro-area economy and benefits/challenges are substantive; growth prospects are positive, while inflation discussion is not a clear directional forecast.",1,"Existing growth-outlook rule: an explicitly expected strengthening, recovery, rising activity, or improving growth trajectory supports growth_outlook = +1 when it is the dominant forward emphasis.",no
B saw excerpt only,growth_outlook,0.714,ecb_0827,2008-01-24,Lorenzo Bini Smaghi,The economic governance of the European Union in the light of the Treaty of Lisbon: harmonisation or competition between countries?,0,1,False,3194,2000,ecb_0827.txt,,"EU economic governance is linked to long-run growth and stability; growth implications are predominantly positive, while inflation is not directionally clear.",0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_0834,2008-02-15,Jean-Claude Trichet,Structural reforms for the European economy,0,1,True,4040,2000,ecb_0834.txt,Inflation direction is coded upward because the excerpt stresses above-2% inflation and risk of future second-round wage/price effects. Growth discussion is structural rather than a clear expected cyclical trajectory.,"The speech is about structural reforms intended to raise employment, productivity and potential growth; inflation is not substantively discussed.",0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_1546,2013-09-30,Yves Mersch,Towards a European Banking Union,1,0,True,3703,2000,ecb_1546.txt,Recent data explicitly say growth and job prospects are slowly improving; the financial-system discussion is extensive and systemic.,Banking union and the bank-sovereign nexus dominate; growth is discussed as an affected outcome but no single directional outlook dominates.,1,"Existing growth-outlook rule: an explicitly expected strengthening, recovery, rising activity, or improving growth trajectory supports growth_outlook = +1 when it is the dominant forward emphasis.",no
B saw excerpt only,growth_outlook,0.714,ecb_1819,2016-03-01,Sabine Lautenschläger,"Navigating uncertainty - governance, risk management and leveraged finance",0,-1,False,2638,2000,ecb_1819.txt,"Weak growth/investment are cited as one source of market concern, but real activity is not itself developed enough to count as substantive growth discussion. Uncertainty and banking-sector risk management are central.","Weak global growth/investment, volatile bank prices, leveraged-finance and risk-management concerns dominate; uncertainty is explicitly central.",0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_1899,2016-11-14,Peter Praet,Long-run saving and monetary policy,1,0,False,3044,2000,ecb_1899.txt,Inflation is substantive but no sufficiently explicit expected inflation path is given. The economy is described as recovering steadily and unemployment falling. Natural-rate estimation uncertainty is methodological rather than a broad outlook emphasis.,Inflation is expected to return toward the objective from low levels; real activity is discussed mainly as part of transmission/long-run saving mechanisms.,1,"Existing growth-outlook rule: an explicitly expected strengthening, recovery, rising activity, or improving growth trajectory supports growth_outlook = +1 when it is the dominant forward emphasis.",no
B saw excerpt only,growth_outlook,0.714,ecb_2036,2017-10-17,Vítor Constâncio,The evolving risk landscape in the euro area,1,0,False,4149,2000,ecb_2036.txt,"Inflation discussion is mixed between a protracted low-inflation environment and eventual upward pressure from recovery, so direction is neutral. Continued resilient recovery is explicitly expected.",The focus is the evolving risk landscape and financial vulnerabilities; macro variables are substantive but direction is mixed/conditional.,1,"Existing growth-outlook rule: an explicitly expected strengthening, recovery, rising activity, or improving growth trajectory supports growth_outlook = +1 when it is the dominant forward emphasis.",no
B saw excerpt only,growth_outlook,0.714,ecb_2113,2018-05-17,Vítor Constâncio,Completing the Odyssean journey of the European monetary union,0,1,True,11177,2000,ecb_2113.txt,"Real activity and recessionary shocks are substantive to the institutional argument, but the forward macroeconomic trajectory is not clearly directional.",EMU completion is discussed against recovery and resilience; growth direction is favorable while inflation references do not yield a single dominant trajectory.,0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_2202,2019-03-27,Luis de Guindos,International spillovers of monetary policy and financial stability concerns,-1,0,False,2691,2000,ecb_2202.txt,Growth projections are revised down and risks are tilted down; financial-stability concerns and uncertainty are central.,International monetary-policy spillovers and financial-stability concerns dominate; macro directional effects are conditional and mixed.,-1,"Existing growth-outlook rule: downward revisions, weakening activity, recessionary dynamics, or downside-dominated growth risks support growth_outlook = -1 when they are the dominant forward emphasis.",no
B saw excerpt only,growth_outlook,0.714,ecb_2259,2019-10-28,Mario Draghi,Farewell remarks,0,1,True,2420,2000,ecb_2259.txt,"Inflation/deflation and growth are substantively discussed, but largely retrospectively and institutionally; no sufficiently clear forward directional path in the supplied excerpt.","The retrospective contrasts the crisis with a much stronger economy and discusses remaining risks; forward growth emphasis is favorable, inflation direction is not one-sided.",0,Existing outlook rule: retrospective descriptions and mixed/descriptive material do not establish a forward growth direction; code 0 when no dominant expected trajectory is stated.,no
B saw excerpt only,growth_outlook,0.714,ecb_2323,2020-07-13,Fabio Panetta,Pursuing a successful path towards euro area accession,0,1,False,2212,2000,ecb_2323.txt,,"Accession/convergence discussion contains substantive macro prospects and risks; growth direction is favorable, while inflation direction is not unambiguously dominant.",0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
B saw excerpt only,growth_outlook,0.714,ecb_2717,2025-06-11,Christine Lagarde,Drawing a common map: sustaining global cooperation in a fragmenting world,0,-1,True,3348,2000,ecb_2717.txt,"Growth/output is discussed materially in the historical and structural account of global trade, but no clear forward real-activity trajectory is established.",Fragmentation/geoeconomic shocks are linked to weaker activity and substantial uncertainty; inflation effects are discussed as ambiguous/two-sided.,0,"Outlook-versus-mechanism rule: a hypothetical scenario, causal channel, intended structural reform effect, policy simulation, or backward-looking episode does not establish an outlook direction by itself. Assign +1/-1 only when the speaker presents that direction as the expected/baseline forward trajectory or clearly dominant forward risk assessment.",yes
